CITY_CODE,STATE,NUM_PARTICIPANTS,NATURAL_SCIENCES_SCORE_AVG,HUMANITIES_SCORE_AVG,LANGUAGES_SCORE_AVG,MATH_SCORE_AVG,ESSAY_SCORE_AVG,OVERALL_SCORE_AVG,CITY,FAMILY_INCOME_SM_AVG,CLUSTER
1200401,AC,22219,492.8231558575993,497.7737296908052,494.5565371978937,486.3555650569333,495.1032899770467,493.3224555560557,RIO BRANCO,1.3513334752463204,1
1200435,AC,46,485.3152173913044,481.0413043478261,480.8108695652174,481.4217391304348,460.8695652173913,477.8917391304348,SANTA ROSA DO PURUS,0.9626436781609196,0
1200450,AC,1006,483.508449304175,491.8693836978131,482.7604373757456,479.99582504970175,479.1252485089463,483.45186878727634,SENADOR GUIOMARD,1.0561224489795915,0
1200500,AC,1308,478.02454128440365,474.0343272171254,471.7898318042813,463.61376146789,438.2110091743119,465.1346941896025,SENA MADUREIRA,1.0249739854318418,0
1200609,AC,638,473.0835423197492,477.74592476489033,476.9208463949843,471.6139498432602,473.8244514106583,474.6377429467085,TARAUACÁ,1.05599603567889,0
1200708,AC,301,480.6408637873754,480.7043189368771,471.5511627906977,467.6033222591362,473.6212624584717,474.82418604651167,XAPURI,1.0559475806451613,0
1200807,AC,415,474.6243373493976,474.189156626506,469.70674698795176,462.49975903614455,455.2289156626506,467.2497831325301,PORTO ACRE,0.8943719412724307,0
1300029,AM,167,463.7215568862275,453.7305389221557,456.6508982035928,441.6293413173653,429.1017964071857,448.9668263473054,ALVARÃES,0.9142857142857144,0
1300086,AM,159,460.7547169811321,457.714465408805,457.4383647798742,456.145283018868,392.2012578616352,444.8508176100629,ANAMÃ,0.7663230240549829,0
1300102,AM,155,468.761935483871,466.0096774193548,471.5,458.92,479.2258064516129,468.8834838709678,ANORI,0.8698347107438017,0
1300144,AM,190,486.2842105263158,490.7052631578948,480.47526315789474,482.65263157894736,434.42105263157896,474.9076842105263,APUÍ,1.2455673758865249,0
1300300,AM,331,465.6138972809668,458.2344410876133,457.5728096676737,458.1706948640484,449.0634441087613,457.7310574018126,AUTAZES,0.7769360269360269,0
1300409,AM,144,491.5944444444445,497.5097222222222,485.9951388888889,481.64930555555554,475.55555555555554,486.46083333333337,BARCELOS,1.4095330739299612,0
1300508,AM,520,473.68384615384616,467.79,459.7782692307693,452.6388461538462,432.2307692307692,457.2243461538461,BARREIRINHA,0.6220715166461159,0
1300607,AM,766,457.4509138381201,448.30953002610966,439.065274151436,441.3351174934726,337.7023498694517,424.772637075718,BENJAMIN CONSTANT,0.5640877598152425,0
1300631,AM,142,461.10774647887325,454.5239436619718,458.93450704225353,452.68591549295775,413.8028169014085,448.210985915493,BERURI,0.75,0
1300680,AM,257,464.5813229571984,462.2599221789884,454.5863813229572,447.08715953307393,431.5175097276265,452.0064591439688,BOA VISTA DO RAMOS,0.8570588235294118,0
1300706,AM,572,475.8183566433566,472.8743006993007,473.1991258741259,482.5763986013986,481.5384615384616,477.2013286713286,BOCA DO ACRE,1.1458333333333333,0
1300805,AM,311,461.9225080385852,465.3202572347267,460.5418006430869,466.5385852090032,431.7041800643087,457.20546623794206,BORBA,0.8964208242950108,0
1300839,AM,142,467.424647887324,453.1697183098592,450.7915492957746,454.5605633802817,425.774647887324,450.3442253521127,CAAPIRANGA,0.7702991452991453,0
1300904,AM,68,476.4382352941177,463.9029411764706,452.0426470588236,469.5235294117647,445.0,461.3814705882352,CANUTAMA,0.9263565891472868,0
1301001,AM,239,475.0046025104603,462.8083682008368,462.8380753138076,469.9125523012552,493.38912133891216,472.7905439330544,CARAUARI,1.1095800524934385,0
1301100,AM,254,475.4287401574803,473.2456692913386,464.15787401574806,468.6657480314961,445.748031496063,465.4492125984252,CAREIRO,0.9503676470588236,0
1301159,AM,156,475.9871794871795,468.5410256410256,459.1961538461539,465.5698717948717,430.12820512820514,459.8844871794872,CAREIRO DA VÁRZEA,1.092557251908397,0
1301209,AM,1599,476.1393996247655,465.77579737335833,462.4828017510944,455.5138836772983,457.0606629143214,463.3945090681676,COARI,0.9110624751293276,0
1301308,AM,295,475.5728813559322,465.7294915254238,464.3949152542373,471.533220338983,464.8813559322034,468.422372881356,CODAJÁS,0.9933252427184466,0
1301407,AM,353,473.5388101983003,467.1101983002833,471.23881019830026,477.1943342776204,458.92351274787535,469.6011331444759,EIRUNEPÉ,1.211498973305955,0
1301506,AM,186,475.6188172043011,459.6150537634408,467.3376344086022,462.3075268817204,489.03225806451616,470.7822580645162,ENVIRA,0.9590909090909092,0
1301605,AM,212,470.4306603773585,462.3867924528302,461.4452830188679,466.8306603773585,453.7735849056604,462.9733962264151,FONTE BOA,0.9129901960784312,0
1301704,AM,1157,478.7783059636992,476.3789974070873,473.8884183232498,469.790492653414,448.78133102852206,469.5235090751945,HUMAITÁ,1.2296804932735426,0
1301803,AM,195,466.1994871794872,454.2189743589743,459.25384615384615,457.0,470.87179487179486,461.5088205128205,IPIXUNA,0.7761824324324325,0
1301852,AM,846,478.7862884160757,475.52825059101656,476.5851063829787,462.7141843971632,462.5531914893617,471.2334042553192,IRANDUBA,1.0152846099789177,0
1301902,AM,2462,483.0749390739237,483.70337124289193,480.656255077173,473.4559707554834,469.6669374492282,478.1114947197401,ITACOATIARA,1.0451089711099848,0
1301951,AM,61,475.2622950819672,455.583606557377,460.8426229508197,450.6754098360656,470.1639344262295,462.5055737704918,ITAMARATI,1.2954545454545454,0
1302108,AM,76,461.0144736842105,455.5815789473684,446.4381578947369,444.875,367.3684210526316,435.0555263157895,JAPURÁ,0.8155737704918032,0
1302306,AM,75,473.544,475.38,466.5693333333333,458.7413333333333,463.2,467.4869333333333,JUTAÍ,0.9222560975609756,0
1302405,AM,415,470.7720481927711,463.4775903614458,464.3067469879518,455.0698795180723,443.7590361445783,459.4770602409639,LÁBREA,1.1071932299012694,0
1302504,AM,2028,477.8723372781065,482.6121794871795,480.5240138067061,473.75818540433926,460.3944773175542,475.0322386587772,MANACAPURU,0.9735689252336448,0
1302553,AM,106,473.4896226415095,457.4396226415094,456.0679245283019,472.8867924528302,414.9056603773585,454.95792452830193,MANAQUIRI,0.8303571428571429,0
1302603,AM,64422,496.59990531185,503.5659526248797,500.3302986557387,491.24748688336285,501.69817764117846,498.6883642234019,MANAUS,1.3738001153987376,1
1302702,AM,329,469.6252279635258,472.20486322188447,470.9474164133739,468.4960486322189,443.5258358662614,464.9598784194529,MANICORÉ,0.9882608695652174,0
1302801,AM,93,468.1559139784946,459.2139784946237,462.5655913978495,460.568817204301,379.35483870967744,445.9718279569893,MARAÃ,0.668918918918919,0
1302900,AM,547,484.61224862888486,489.9166361974407,481.9632541133456,474.9522851919561,459.8171846435101,478.25232175502754,MAUÉS,0.9684873949579832,0
1303007,AM,516,465.0087209302326,465.5486434108527,456.1910852713178,449.7941860465116,439.37984496124034,455.184496124031,NHAMUNDÁ,0.7628768844221105,0
1303106,AM,247,466.551012145749,465.35789473684207,459.7417004048583,466.6906882591093,450.6072874493927,461.7897165991902,NOVA OLINDA DO NORTE,0.8703703703703703,0
1303205,AM,152,477.1289473684211,469.67763157894734,469.81447368421055,472.5111842105263,475.2631578947368,472.8790789473685,NOVO AIRÃO,1.0576171875,0
1303304,AM,211,462.0834123222749,461.15592417061606,452.58530805687207,454.7957345971564,453.0805687203791,456.7401895734597,NOVO ARIPUANÃ,0.7726586102719033,0
1303403,AM,3532,477.5730464326161,478.9146942242356,474.3287938844847,468.3385334088335,469.7451868629672,473.7800509626274,PARINTINS,0.8809779688339603,0
1303502,AM,156,475.24102564102566,459.0224358974359,463.9467948717949,458.2923076923077,453.2051282051282,461.94153846153847,PAUINI,1.07,0
